suj	bloc	prob	start_time	end_time	SPEECH
100	2	6	7.07395	13.13576	qui a vraiment expliqué bien en détail et voir si j'avais bien compris c'est: interessant
100	2	7	0.901264	3.097557	<Je pense>[//] je pensais réellement que j'avais faim
100	2	7	12.941791	21.010596	et donc &-euh je me suis demandé dans quel magasin je devais aller et j'ai pensé à Zara Mango ou Pullxxx
100	2	7	3.097557	8.747932	Puis ensuite j'ai pensé à un cadeau d'anniversaire que je devais acheter &-euh
100	2	7	9.860592	11.896858	pour la soeur de mon compagnon
100	2	8	0.846197	11.425414	J'ai ressus un diffuseur comme cadeau et j'ai des plantes que je dois rammener dans mon appartement qui est à l'étranger
100	2	8	13.503753	16.644703	et je me suis demandé comment j'allais &-euh transporter tout ça
102	1	1	1.372219	8.130025	&-euh je me suis demandé il etait quelle heu:re  (.) parce que j'ai des:  (.)  je suis un peu stressée parce que j'ai beaucoup de chose à faire près
102	1	2	1.188432	13.251601	&-euh: je pensais à mettre le cercle rou:ge dans: le cercle blanc  (.)  après ca je me suis dit que j'étais fatiguée après ca: cercle roucle cercle blanc après ca: &-euh:  (.)   j'ai faim
102	1	3	1.379672	5.364252	c'est un peu étrange de  (.)  porter autant attention à son train de pensée
102	1	4	1.460701	4.510103	&-euh la randonnée que j'ai fait: &-euh après mon travail
102	1	4	5.524139	7.406306	pui:s mettre le cercle rouge dans le cercle blanc
102	1	5	1.406263	5.746919	j'ai: suivi du regard le cercle rouge je me suis dit qu'il avait l'air un peu d'un pendule
102	1	5	6.308651	8.606646	et après mettre le cercle rouge sur le cercle blanc
102	1	6	2.207963	9.159266	j'ai hate que l'examen les examens soient fini puis après j'ai pensé à ma commande de verres de contactpuis après ca au son des:
102	1	6	9.854396	12.215443	des: de quand j'appuie sur les touches du clavier
102	1	7	1.679889	5.530376	mettre le cercle rouge dans le cercle blanc apres &-euh je m'en rappel plus
102	1	7	10.538371	12.168332	aprè:s que j'avais faim
102	1	7	6.191809	9.286372	aprè:s  (.)  mettre le cercle rouge dans le cercle blanc
102	2	1	1.044518	5.681673	cette partie de:  (.)  l'experience est plus agréable que la dernière partie
102	2	2	1.820228	6.267533	&-euh: je me rappel plus trop puis après une petite ville que j'avais visitée à: Vancouvert
102	2	3	1.914774	5.718015	c'est quand meme difficile de me rappeler de toutes mes pensées  (.)  pour la séquence
102	2	4	1.961417	6.012696	&-euh mettre le cercle rouge dans le cercle blanc aprè:s ca: que c'etait difiicile de:
102	2	4	11.476817	15.919606	de ce que on veut dire  (.)  c'est ce que j'ai pensé puis après &-euh:
102	2	4	16.821781	17.843112	que j'ai envie de garer
102	2	4	7.374471	10.574641	penser à la tâche puis penser à se rappeler de:
102	2	5	1.785117	4.808117	je vais aller m'acheter un café: aprè:s l'experience
102	2	5	10.854118	13.811114	quand on appuie sur espace avec le cercle rouge et le cercle blanc
102	2	5	5.573768	9.626436	pui:s je me demande à quoi ca sert de: qu'est ce qu'on mesure avec &-euh
102	2	6	12.13912	15.71098	après ca j'ai pensé je me suis concentrée à: mettre le cercle rouge dans le cercle blanc
102	2	6	16.501553	19.06034	puis après ca je me suis dit que:  (.)  j'avais faim
102	2	6	2.066298	6.341586	&-euh: je me suis dit que: que j'avais faim que c'est
102	2	6	7.108202	11.528223	difficile de mettre le:  (.)  de savoir ssi je mets le cercle rouge dans le cercle blanc pour le moment
102	2	7	1.42004	2.920076	&-euh: je me rappel plus trop
102	2	7	11.672257	12.310067	&-euh:
102	2	7	3.723245	7.727279	mai:s j'ai pensé un moment à  (.)  mettre le cercle rouge dans le cercle blanc
102	2	7	8.424146	11.058068	puis je me suis dit que c'etait difficile de se rappeler de toutes les pensées
102	2	8	1.376994	6.729953	&-euh: je me suis  (.)  le casque d'écoute appuyait sur mon oreille puis ca me faisait mal donc je l'ai bougé
102	2	8	10.915255	13.037921	&-euh:  (.)  puis que c'etai:t
102	2	8	14.224484	18.375553	ouai difficile de penser à la tâche et d'essayer de penser à ce qu'on pense en meme temps
102	2	8	7.180847	10.242869	après je me suis dit que j'étais contente de plus avoir d'infection d'oreille
103	1	1	1.470853	2.102106	alors
103	1	1	11.536723	14.050593	difficile de me sentir eveillée
103	1	1	2.739728	3.339843	&-euh:
103	1	1	4.292526	8.76435	je me  (.)  disais que avec l'absence de la lumière
103	1	1	9.85956	11.041628	c'etait plu:s
103	1	2	0.935159	4.771114	alors  (.)  &-euh: je me demandais si &-euh
103	1	2	5.716365	8.607721	l'experimentatrice ecoutait &-euh
103	1	2	9.664178	19.865214	ce qu'on disait dehors et si ca dépendait des personnes de leur volume de parole
103	1	3	0.816542	4.944959	alors au début &-euh je me disais que c'etait chouette parce que:
103	1	3	5.53239	11.558233	c'etait beaucoup plus court et: ensuite j'ai plus pensé à rien et la majorité du temps
103	1	4	0.963463	5.621982	&-euh: je pensais a:  (.)  quand j'allais créer ma chaine
103	1	4	12.247432	26.481797	meme si j'allais jouer à des jeux vidéo et j'allais reussir dans le monde du maquillage  (.)  je sais pas  (.)  je sais pas trop ce que je vais faire de ma vie pour le moment
103	1	4	6.657209	10.461666	&-euh youtube et je me demandais aussi si
103	1	5	1.070974	4.205834	je pensai:s à: ma carte exquis
103	1	5	13.810513	17.495642	ici  (.)  au campus vu que c'etait moins cher
103	1	5	5.106273	8.15776	je savais pas si je devais aller demain avec
103	1	5	8.724703	11.759514	mon amie au exquis ou plutot aller au:
103	1	6	1.016232	6.879036	je pensais &-euh: à demander à l'experimentatrice si il y aurait une autre étude
103	1	6	21.002139	24.837105	et puis: j'ai pensé à ma note de: janvier
103	1	6	25.535066	26.575163	de neuropsy
103	1	6	27.396293	29.17875	ou j'avais eu &-euh
103	1	6	30.547752	33.720989	j'avais eu 7 du coup avec SONA ca donnait 9
103	1	6	7.496173	9.077214	&-euh un crédit au moins
103	1	6	9.876458	19.68371	puis je me disais que ce serait vraiment chouette d'avoir  (.)  un crédit en plus comme ca je pourrais avoir &-euh mon 16  en psycho sociale
103	1	7	0.65209	3.574347	alors je pensais au fait que:
103	1	7	16.549986	17.253002	et:
103	1	7	18.126101	20.981438	je me demandais si c'etait une bonne decision ou pas
103	1	7	4.470124	8.70244	je suis quasi sure de pas passer stat en juin et:
103	1	7	9.586879	15.563497	et que du coup &-euh:  (.)  je vais peut etre feter mon anniversaire vu que c'etait à la veille de stat
103	2	1	0.483385	3.996208	&-euh: me demande quelle va etre la tâche suivante
103	2	1	11.790283	14.507231	pour m'acheter un coca
103	2	1	4.682306	11.117906	pui:s je fais un petit un blocage sur le coca mais je me demandais si j'ai de l'argent
103	2	2	1.40665	4.523223	&-euh: je pensais à absolument rien
103	2	3	1.662227	4.981552	je me re questionne si j'ai bien fait de:
103	2	3	10.525052	11.721815	je sais pas
103	2	3	6.200896	7.781528	pas passer stat
103	2	3	8.741196	9.294417	ouai
103	2	4	0.583812	2.481438	je pensai:s &-euh:
103	2	4	14.695969	16.691928	c'etait trop dommage parce que
103	2	4	17.651986	19.905027	les falafels etaient beaucoup trop bonnes
103	2	4	3.200538	7.661275	a des voyages d'anniversaire des trois ans et faire si il y a quelques semaine il
103	2	4	8.869091	14.161743	manger des falafels supposés sans gluten et j'etais
103	2	5	0.830145	4.713113	alors c'etait XXX sur une période plus lon:gue deja:
103	2	5	5.421792	6.337168	et &-euh
103	2	5	7.149196	8.610845	je pensais à la chanson
103	2	6	0.997681	12.578844	je me disais que:  (.)  je savais comment ca allait se passer l'ete et que je devrais etre juste à la maison et qu'il y aurait pa:s Michael  (.)  et:
103	2	6	14.343593	16.968656	que c'est pas facile parfois chez eu
103	2	6	19.814313	22.461436	les situations familiales
103	2	7	0.520445	10.289787	&-mmh j'etai:s  (.)  je suis assez choquée de: comment le cerveau divague rapidement je pensais à ca et genre
103	2	7	11.342904	12.933783	ouai quand une tâche &-euh:
103	2	7	14.031714	19.006012	quand: une tâche devient trop repetitive pour le cerveau &-bah:
103	2	7	20.888179	23.756243	on commence à: à penser à autre chose
103	2	8	0.529115	4.7494	&-euh: je pensais &-euh comment c'etait beaucoup plus long quan:d
103	2	8	10.654707	13.916539	quand on pense à rien on se concentresur la tâche pa:s
103	2	8	14.936828	16.142623	ca parrait plus long
103	2	8	6.388045	9.077897	le: l'esprit partait pas ailleurs
104	1	1	2.617269	4.775439	j'ai pen:sé &-euh a XXX
104	1	1	5.638706	8.216177	a ne pas arreter l'enregistrement
104	1	1	9.511079	12.96415	parce que je dois gagner le 1 point donc &-euh je vais le faire
104	1	2	0.911768	3.480554	j'ai pensé à ce que j'ai dit juste avant
104	1	3	1.303902	4.060453	je me suis concentré sur &-euh: le point rouge
104	1	3	4.680546	5.363171	sur la tâche
104	1	4	0.579322	2.758161	je me demande si j'ai bien fait l'exercice
104	1	4	4.386732	5.73739	donc la tâche l'experience
104	1	5	2.168748	4.530663	je me suis concentré sur la tache
104	1	6	1.466962	4.872093	j'ai commencé à avoir faim donc je me suis demandé ce que je mangeais apres
104	1	7	2.136236	4.127744	je me suis concentré sur la tâche
104	2	1	0.962953	4.480986	je me suis demandé ce qu'on va faire de: mes réponses
104	2	2	1.004016	3.485781	je me suis concentré sur &-euh: le point rouge
104	2	3	1.494193	3.15264	je me suis demandé combien de:
104	2	3	3.517401	4.198288	temps est passé
104	2	4	2.485798	4.023874	je me suis concentré sur la tache
104	2	5	0.246908	1.658881	je me suis demandé quelle heure il est
104	2	6	0.364453	3.808144	j'ai imaginé comment serait l'experience si elle durait: 12 heures
104	2	7	0.687589	2.957271	je me suis demandé qu'est ce qui va etre &-euh:
104	2	7	4.111131	13.291298	prise dans l'experience par exemple combien de fois on a mi le point rouge dans le rond blanc  (.)  combien est ce qu'on a dit: ce qu'on a répondu
104	2	8	0.480584	5.019253	j'ai planifier comment se déroulera: ma journée et ce que je vais faire
105	1	1	1.43516	5.648149	au début j'etais concentré puis je ne sais pas pourquoi j'ai pensé:
105	1	1	6.679902	8.418596	aux raviolis de ma grand mere
105	1	1	9.440796	10.023545	raviolis chinois
105	1	2	1.514539	5.045426	concentré sur l'exercice je pensais à rien
105	1	3	0.800617	5.554669	au début je pensais à ma fatigue parce que j'ai baillé et ensuite j'etais concentré
105	1	3	6.809621	15.092301	et &-euh: j'avais pensé &-euh à l'effet d'illusion d'optique qunad la balle la boule rouge passe dans le cercle blanc
105	1	4	1.285624	3.29042	concentré juste un petit moment de baillement
105	1	4	3.663171	4.282744	donc concentré
105	1	5	0.973524	4.642846	&-euh: au début concentré puis &-euh j'ai pensé à l'heure qu'il etait
105	1	5	5.105745	7.137985	et: et aussi
105	1	5	7.860559	8.763777	&-euh:
105	1	5	9.373449	11.270206	au début de cette expérience
105	1	6	0.607893	5.337802	&-euh j'etais en train de reflechir à la syntaxe de ma phrase que j'avais dit juste avant
105	1	6	6.425832	7.136074	puis &-euh
105	1	6	8.420554	14.782507	j'ai ete distrait par  (.)  parce que ma tete me grattait et puis j'ai ete concentré dans l'exercice
105	1	7	0.489504	3.76888	&-euh: au début concentré puis un petit moment de blanc
105	1	7	11.758883	13.120658	&-euh: quitté mon kot
105	1	7	4.658202	6.825924	du coup je pensais à rien et puis
105	1	7	7.79862	10.174778	je pensais au: le jour j'ai:
105	2	1	0.272718	1.288838	&-mmh concentré
105	2	1	1.810967	2.095481	voila
105	2	2	1.446829	3.92043	concentré puis &-euh j'ai commencé à penser
105	2	2	5.33275	7.945134	à la chienne que je vais adopter bientot voila
105	2	3	0.449255	6.585578	j'ai: reflechissais à toute les fois ou je sui:s (.) ou je suis allé en urgence
105	2	4	0.679386	5.421279	je continuais la reflexion sur les: urgences et pui:s je me suis
105	2	4	6.133432	6.871639	remi dans l'exercice
105	2	4	8.078824	8.747553	je me suis concentré
105	2	5	0.435083	5.827293	concentré puis &-euh: je chantonnais une chanson dans ma tete puis j'ai arreté
105	2	6	0.336242	2.811059	concentré: puis &-euh:
105	2	6	3.922017	7.923271	j'ai reflechi à ce que j'allais manger apres  (.)  si je devais aller en ville etc
105	2	7	0.583837	5.045733	concentré sur l'exercice puis &-euh:
105	2	7	10.748511	12.794647	je voyais l'exercice mais je pensais à rien
105	2	7	5.771781	9.798048	&-euh j'ai eu un moment de blanc  (.)  genre &-euh  (.)  comment expliquer ca
105	2	8	0.497897	6.543203	concentré: puis j'ai pensé: à ce que ma soeur avait choisi comme cadeau pour ma mere
105	2	8	10.769568	12.013403	puis j'ai pensé à la nourriture
105	2	8	7.278804	9.92697	puis j'ai pensé:  (.)  à mon crush
106	1	1	0.363774	2.363706	je n'ai pas encore eu le temps de me mettre à penser
106	1	2	1.293582	9.635493	je me suis focalisé sur la tâ:che et apres j'ai sentie mon ventre gargouillé donc j'a pensé à ce que j'allais me faire à manger pour ce midi
106	1	3	0.564336	5.562604	j'ai pensé à la manière à laquelle je finissais mes phrases à chaque fois et ca m'a fait sourire
106	1	3	6.39947	11.22578	et &-euh: j'ai toujours pensé à ce que j'allais manger ce midi parce que mon ventre gargouille toujours
106	1	4	1.126969	5.060135	je pensai:s egalement à la douche que j'avais hate de prendre en rentrant chez moi
106	1	5	0.834552	7.136927	je: pensais aux bouffées de chaleurs que j'ai de temps en temps et qui me font: rougir partout du visage
106	1	6	0.849906	22.771696	ayant toujours faim le: point rouge m'a sembléune tomate cerise  (.)   donc j'ai commencé a avoir encore plus faim donc j'ai epnsé à la mozzarella en pensant a la mozzarella j'ai epnsé à l'italie en pensant à l'italie j'ai pensé à la pizza et que j'aurais bien envie de me faire une grosse pizza et apres j'ai bifurqué sur Venise et j'ai pensé aux gondoles de Venise
106	1	7	0.46461	3.347959	je me focalisais de plusen plus sur la tâche
106	1	7	3.996713	14.895773	et j'ai eu l'impression &-euh:  (.)  de faire de plus en plus d'erreur et que mon cerveau etait automatisé à appuyer sur la barre espace sans que je prenne attention à ce que je faisais
106	2	1	1.130616	4.092475	je me posais la question de savoir si des gens
106	2	1	5.452513	9.945674	posaient des questions par rapport à ce que je suis en train de faire
106	2	2	1.346362	5.220472	je pense à rien cette fois si je me suis focalisé &-euh sur la tâche
106	2	3	1.255006	3.605109	je pensais au: master de psychologie
106	2	3	3.968307	6.681608	et ce que je pourrais peut etre prendre plus tard
106	2	4	0.827462	1.863905	trop personnel
106	2	5	0.366109	6.773397	j'ai commencé à chanter la musique sous le soleil  (.)  donc j'ai pensé à la série de là j'ai pensé à St Tropez
106	2	5	11.54864	14.903399	et que j'etais riche j'adorais passer mes vacances à St Tropez
106	2	5	7.680089	10.732617	puis j'ai pensé à des magnifiques vacances que je pourrais passer à St Tropez
106	2	6	1.140106	7.9594	j'etais en train de penser au football à la champions league et à l'europa league et de savoir a quelle date allaient avoir lieu ces deux finales
106	2	7	0.966007	2.544206	je: pense à une amie à moi
106	2	7	10.408454	12.601884	et: l'espoir que j'avais d'avoir tous ces points
106	2	7	3.828165	6.890942	&-euh: puis j'ai pensé à mes points de crédit
106	2	7	7.760289	9.779849	au nombre de point que je devais avoir pour passer
106	2	8	0.631643	2.637828	&-euh: je me demandais si &-euh:
106	2	8	11.496785	13.17699	penser à d'autres choses
106	2	8	3.480426	8.15568	le pc enregistrait vraiment les données du point rouge quand il atterissait dans le cercle ou pas
106	2	8	8.772329	10.940297	ou si c'etait simplement un moyen de me faire &-euh
107	1	1	0.724214	7.980526	en fait les cheminements de pensée je trouve ca passionnant et en fait moi je me perd tout le temps dans mes pensées
107	1	1	10.665168	19.730695	quand j'arrive c'est vraiment cool quoi mais qunad je me dit qu'il faut que je me rappel de ma pensée ma pensée c'est qu'il faut que je me rappel de ma pensée du coup j'ai pas de pensée
107	1	2	0.649547	4.452789	j'etais en train de me dire que
107	1	2	27.412064	28.894209	j'ai pas envi d'etre entendu à coté
107	1	2	6.46627	23.077487	en fait j'ai enlevé le casque pour quand je parle  (.)  le truc c'est que du coup quand j'ai du coup le re mettre il s'est passé une fois sans que j'ai appuyé sur la barre d'espace et c'est un crime c'est impardonnable comment je peux vivre ma vie comme ca je sais pas
107	1	3	1.773628	5.448399	j'ai commencé à suivre le point avec mes yeux
107	1	3	13.92001	42.286968	a ce que j'avais dit sur l'humoriste Blanche Gardin comme quoi elle disait que c'etait un humour tres noir que en emme temps elle dit que l'humour aujoud'hui c'est plus une medecine d'urgence que XXX parce que medecine d'urgence XXX je trouvais ca tres triste je me disais tient c'est marrant si elle disait que mon cheminement de pensée c'etait tient c'est marrant parce que les gens qui creve dehors c'est les gilets jaunes mais ca a aucun sens
107	1	3	7.973052	12.489374	et puis apres je sais pas en fait je me suis dit qu'il fallait que je pense à quelque chose donc j'ai pensé
107	1	4	0.511302	16.793723	j'ai la chanson come alive de Greting XXX c'est une comédie musicale c'est ma soeur qui l'a mit dans ma tete elle a 10 ans elle adore ca et le truc c'est que des que je me reveille le matin je l'ai dans la tete
107	1	4	17.186447	20.692908	et je connais meme pas les paroles du coup je chante n'importe quoi dans me tete
107	1	4	21.394201	29.613346	c'est des fausses paroles c'est des especes de bucles musicales qui fnissent pas et qui durent 6 secondes
107	1	5	0.81987	5.532554	je me disais que peut etre l'experience c'etait de (x2)
107	1	5	104.231512	105.802406	ca passe trop vite
107	1	5	56.805677	65.894425	et en fait c'est juste des gamins ces mecs ils ont pas quitté la cours de l'école et
107	1	5	7.355914	55.487248	de mettre une porte fine entre moi et toi comme ca j'ai l'impression que je suis observé  c'est ca en fait etre observé et si les gens disent des choses intimes  des des inconnus alors qu'ils sont observé mais en fait c'est pas ca c'est pas ca parce que c'est trop beau c'est trop grand c'est trop narratif c'est trop parfait sauf que la vie c'est pas ca c'est pas parfait et c'est une experience  qui doit surement etre ce qu'elle est avec ses defauts  (.)  ca me rappel sur ce que j'avais lu sur les manipulateurs c'est des choses qui sont avec des personnes tres intelligentes c'est des gens qui voient beaucoup de choses tout le temps en essayant de les interpreter tout le temps pourquoi elle est
107	1	5	71.140091	89.448271	et: ca m'enerve je le vis tres mal j'écoute des XXX toute la journée et je suis pas bien je suis mal et j'ai raté mes examnes peut etre a cause de ce que je travaillais pas assez  (.)  je suis curieux partout mais je travaillais pas sur ca quoi quand je vois le nombre de livres que j'ai pas lu
107	1	5	91.439941	94.357317	enfin les livres que je dois lire enfin je suis tellement deconnecté
107	1	5	97.358848	102.071532	j'ai 20 ans je suis un peu deconnecté ca fait un an deja j'ai appris cette année
107	1	6	1.296749	7.916948	ah merde que je disais  (.)  a merde mais en plus je l'avais sauvegardé il y a deux secondes dans ma tete
107	1	6	20.02834	27.361561	et je me disais que par rapport aux yeux que en fait ca me rappelais l'episode d'hier de Game of Thrones
107	1	6	28.17506	41.375875	et a un moment donné la montagne alors attention je spoil si je spoil l'épisode 4 de la saison  non l'épisode 5 de la saison 8attention du coup il faut pas écouter et c'est la mintagne et son frere Cleagane
107	1	6	42.94677	55.712735	qui sont en train de se battre il y a la montagne qui est en train d'exploser les yeux de son frere et: je pense à la lumiere par rapport aux yeux de Cleagane qui sont explosés dans le dernier episode de Game of Thrones
107	1	6	56.750647	60.593729	ah oui non je voulais dire ca  (.)  en fait
107	1	6	63.707466	76.386121	je  (.)  je veux pas etre bannal et trop original donc en fait si je veux en fait je veux dire de la merde ici mais qui soit originale pas comme les autres je veux pas etre comme les autres
107	1	6	77.900912	80.088944	c'est con hein on dirait un gamin qui dit ca
107	1	6	9.964722	18.681859	fait chier  (.)  en fait j'ai regardé la lumiere du chargeur tout pres de moi et puis je voyais les cellules de mes yeux qui passaient
107	1	7	1.212594	6.261898	mais honnetement si j'etais a ta place ca serait trop drole d'écouter des trucs du genre comme ca
107	1	7	15.18139	26.549276	c'est un truc marrant quand meme compilation des trucs bizarres  (.)  je suis comme toi se lever le matin et ecouter ca c'est marrant quand meme c'est bien divertissant
107	1	7	7.159553	13.809133	moi ce que je ferais c'est que j'en enregistrerais quelques uns pour moi quand meme et j'en enverrais à mes amis sur messenger
107	2	1	0.763767	7.271759	ah merde mais j'ai pas mi les consignes j'ai appuyer trop vite sur la barre espace j'ai pas vu
107	2	1	19.280328	22.450169	de mettre le bazard de sabotter
107	2	1	25.714093	27.751939	je pourrais faire une chaine youtube asmr
107	2	1	29.996074	43.05121	je pourrais dire XXX bon aller va  y courage on m'a dit qu'il restait pas tres longtemps aller courage il nous reste plus tres longtemps toi et moi
107	2	1	8.870706	17.82164	bon je sais aps comment je vais etre exploitable parce que je veux pas etre gerté mais bon ca m'amuse quand meme
107	2	2	0.427147	23.317701	en fait c'etait comme l'exercice d'avant fallait juste dire ce qu'on pense depuis le debut mais en fait la je suis en train de constater pour que j'arrive a avoir ue seuqence un cheminement de pensée faut que vraiment je ne pense pas au fait que je pense et ensuite j'arrive à choper des trucs  mais si je pense au fair que je pense je pense pas et j'arrive rien a dire
107	2	2	24.802514	33.083666	du coup merci a vous j'en apprend plus sur moi emme parce qu'elles sont pas exploitables  (.)  ah oui je me craque les doigts tu veux entendre
107	2	2	41.387619	48.928813	hein c'est degueulasse ou c'est marrant generalement moi quand je l'entend j'aime pas mais quand je le fais j'aime bien
107	2	3	6.963191	34.610964	je pensais à quoi a oui je me disais en fait quand la boule rouge elle bouge la en fait elle bouge pas vraiment la(x3) la fréquence de raffraichissement de l'ordinateur elle est plutot faible ce qui fait que c'est pas tres fluide je présume que c'est quoi c'est de 60Hz si tu comprends pas c'est pas grave moi j'etais en informatique mais moi je comprennais plus ce qu'il faisait t'inquiete pas on a bientot fini toi et moi
107	2	4	0.31494	6.682674	oh putain j'ai vraiment aucune idée je sais pas quoi dire la je suis allongé sur l'ordi
107	2	4	14.200527	62.051042	qu'est ce que tu fais est ce que tu transcris les resultats est que tu es en train de m'écouter et tu te dis tient dans quelle catégorie tu me mets est que tu as un document excel ou word et puis tu ecris ce que tu entends ou alors c'est un pdf non c'est pas possible ou peut etre un questionnaire non un formulaire comment tu vas resumer ce que je dis  (.)  c'est plutot facile finallement tu te dis que je me mets à votre place quoi et j'essaie d'etre marrant et original mais ca a aucun rapport avec lce que je fais enfin 'exercice ou peut etre que ca a tout a voir a ne pas vouloir faire l'exercice je me retrouve a faire l'exercice contre moi putain ca ca me ferait chier par contre bon il y a aussi un truc par rapport à moi
107	2	4	7.664483	12.489374	je chuchotte comme j'ai jamais chuchotté tu comprend tu comprends pas grand chose hein
107	2	5	0.411577	23.91782	en fait la au debut je pensais à ma copine a mon ancienne copine et puis je pensais a cette soirée on etait tout les deux il y avait personne enfin chez moi quoi mes parents etaient pas la les siens etaient en vacances il etait deux heures du matin on venait de regarder un film et puis elle a commencé a faire un truc bizarre elle est montée dans ma chambre puis elle est descendue
107	2	6	0.763767	19.629374	ouai j'etais en train de:  (.)  enfin la boule devrait bouger et ca me fait penser à un truc que j'avais vu a Agens je crois en france et il y avait des enfants qui jouaient dans un trou enfin dans un espaece de grand bac
107	2	6	20.72339	28.774225	ils creusaient quoi ils etaient quoi cinq ou 6 il avait une espece de forteresse en gros ils creusaient en rond et ils mettaient le sable dans le rond
107	2	6	29.840189	39.96685	du comprends pas bon c'est pas grave et a un moment donné ils ont pris une pelle et c'etait une pelle en metal et le plus petit gamin il a
107	2	7	1.072336	20.651342	avec &-euh: je crois un jour avec mes cousins on etaitdans la cabane chez ma grand mere enfin chez la cabane enfin il y a une cabane qu'il avait fait et nous on est arrivé apres eux  enfin ils etaient plus grand que nous enfin il y en avait un qui avait mon age mais les autres ils etaient plus grand
107	2	7	21.240428	50.84936	et je vais dans cette cabane et il y avait un feu qui avait démarré et qui avait brulé pas mal de planches et a un moment donné je monte et puis il y a toute l'echelle qui casse et le me retrouve pendu comme ca les bras dans le vide enfin non les jambes dans le vide a appeler au secours et c'etait super marrant parce que c'etait pas haut du tout du coup mes cousins se foutaient un peu de moi enfin apres je me suis laché et je me suis cassé
107	2	8	0.455199	49.962531	ouai j'ai rien a dire j'ai rien a dire genre j'ai aps une pensée unique qui vient et enfin si je me disais que j'ai aps de pensée et je viens de me rappeler que je suis seul et que en fait j'ai un peu passé toute mon enfance un peu seul parce que j'ai aps eu de freres et soeurs je suis enfant unique et mes parents ont divocé quand j'etais petit et &-euh a un oment donné comment dire ils appelaient un baby sitter un baby sitter homme et il venait tous les vendredi quand les parents sortaient et en fait pendant beaucoup d'année tout a llait bien puis un jour mes partents se rendent compte qu'il abusait sexuellement de moi
107	2	8	51.561477	65.923943	non je deconne c'est pas vrai et d'ailleurs toutes les autres histoires elles sont pas vraies je me suis dit je continu ils vont peut etre attendre mais il y a rien a:  (.)  bon je m'ennui u peu je suis desolé je comble un peu le vie
108	1	1	1.248461	2.487954	je n'ai pensé à rien
108	1	2	0.85241	5.390211	j'ai d'abord pensé: que: cet ete je partirais en vacances avec un ami a moi
108	1	2	6.03028	9.880246	mais que: en aout j'ai: session d'examen
108	1	3	0.433275	8.127648	j'ai pensé au fait que je dois rejoindre une amie à moi et apres je me suis demandée si elle repondra au telephone
108	1	4	1.111083	9.865348	j'ai d'abord pensé au fait que je suis malade et que j'ai mal partie et ensuite au fait qu'il faut que je reste concentrée sur la tache que je faisais
108	1	5	0.933652	12.257051	j'ai d'abord pensé au fait que j'avais faim je me suis aussi demandée ou j'allais manger et enfin: je me suis demandé si la balle tournait autours du cercle ou si elle allait de gauche à droite
