suj	bloc	prob	start_time	end_time	SPEECH
23	1	1	13.343315	17.921817	et ensuite je me suis demandée si le mien était chargé ou pas pour que je puisse travailler après
23	1	2	1.048521	5.981542	d'abord que je passais trop de temps devant des écrans
23	1	2	6.928078	10.353582	et ensuite je me suis dit que je devais aller chez le coiffeur
23	1	2	11.457929	16.306648	et après je me suis de mander comment ça m'est venu de penser à ça parce que ça n'avait rien à voir avec
23	1	2	16.786514	17.856984	la chose d'avant
23	1	3	1.586338	5.275074	j'ai d'abord pensé à une amie et
23	1	3	6.921832	13.343373	et après j'ai mi ma main sous mon cou du coup j'ai senti mon cœur et je me suis de mander si j'étais
23	1	3	14.182832	16.898363	relaxée ou s'il battait plutôt rapidement
23	1	4	1.564862	4.97095	d'abord j'ai pensé à suivre la boule rouge
23	1	4	5.98817	7.401571	puis j'ai
23	1	4	8.232952	12.820223	j'ai pensé à ce que j'ai dit dans les enregistrements précédents
23	1	4	14.189558	16.334767	et puis-je me suis reconcentrée sur la tâche
23	1	5	2.140403	4.398447	j'ai essayé de penser
23	1	5	5.301665	8.028688	à ce qu'il me restait à faire pour le reste de la journée, mais
23	1	5	8.810319	11.676298	j'avais du mal à penser en fait et
23	1	5	12.353711	14.507538	et à la fin, c'est comme si le bouton rouge
23	1	5	15.688669	17.877236	ralentissait du coup ça m'a un peu perturbée
23	2	1	1.536139	6.715745	je me suis d'abord demandée ce que j'allais faire à manger demain
23	2	1	7.919457	11.931828	et je me suis rappelée que j'avais l'anniversaire d'une amie
23	2	1	13.281444	14.558108	et
23	2	1	16.345437	19.504762	que du coup j'allais devoir dépenser de l'argent
23	2	2	1.529213	5.016432	j'ai repensé à ce que j'avais acheté ce geek
23	2	2	5.783918	6.680595	avec maman
23	2	2	6.680595	8.789319	et ensuite au fait que
23	2	2	10.219973	11.759333	j'aimerais bien de nouveau
23	2	2	12.735456	16.842137	prendre du temps pour moi ce geek
23	2	3	0.828818	2.31983	
23	2	3	2.850322	6.280356	je me souviens plus ce que j'ai pensé au début, mais
23	2	3	7.24687	8.561036	après
23	2	3	9.287738	12.281751	j'ai pensé au fait que j'étais un peu fatiguée et que
23	2	3	13.042104	17.355678	j'espère que je serais capable de faire tout ce que j'ai prévu de faire cette après midi
23	2	3	18.271323	20.990839	et ensuite je me suis reconcentrée sur la tâche
23	2	4	0.105719	3.618027	j'ai d'abord pensé au fait que
23	2	4	4.173594	6.216947	j'aimerais voir une amie juste après mais
23	2	4	7.102087	9.912138	je n'étais pas sûre que ça allait pouvoir se faire puis
23	2	4	10.891441	14.186419	je pensais au fait que j'avais oublié de demander d'acheter
23	2	4	15.758954	17.29425	d'acheter un ingrédient
23	2	4	20.043832	21.5183	pour cuisiner ce soir
23	2	4	22.27161	27.01087	et ensuite j'ai pensé aller au magasin au fait que j'ai aussi envie
23	2	4	27.914842	33.480823	acheter du matcha et du coup ça m'a donné envie de boire un match latte
23	2	5	0.372393	4.929588	je me suis demandée si j'avais beaucoup de soirées de libres
23	2	5	5.704646	7.9102	cette semaine puis
23	2	5	9.533741	13.028338	je me suis dit que j'avais envie que le temps passe
23	2	5	13.884981	18.482481	passe plus vite et j'avais envie d'être mercredi prochain
23	2	6	0.342992	3.987331	d'abord j'ai j'étais concentrée sur la tâche
23	2	6	5.106096	8.360684	et puis je ne sais pas pourquoi j'ai pensée
23	2	6	10.479557	13.937557	je ne sais pas comment, mais ça m'a ça m'a rappelé un souvenir
23	2	6	15.734361	22.427284	d'un voyage au Sri Lanka et d'une randonnée en particulier de la musique que j'écoutais à ce moment-là
23	2	6	23.071421	27.824445	et du coup j'ai repensé à ce à quoi je ressemblais à ce qu'on avait fait
23	2	6	28.376636	29.73324	durant ce voyage
24	1	1	0.626298	3.799276	au début je me suis fort concentrée sur le point rouge
24	1	1	4.714492	6.051749	et après
24	1	1	6.798234	8.731239	mon pied a un peu glissé comme ça
24	1	1	9.347705	14.025533	du coup j'étais en train de me demander quelles chaussures j'avais puis-je me suis rappelé les chaussures
24	1	2	1.711729	2.929695	
24	1	2	3.702021	8.443744	au tout début de la séquence j'ai j'avais l'impression qu'il y avait un petit courant d'air du coup
24	1	2	9.29433	12.150141	je me suis demandée si la porte était bien fermée
24	1	2	13.368897	19.640723	puis je suis dit qu'à la fin de la séquence je devrais du coup parce que mes manches sont retroussées
24	1	2	20.26936	24.010786	du coup que je devais tirer sur mes manches
24	1	3	1.132035	3.237913	j'étais en train de me dire au début
24	1	3	3.780029	6.498952	que les séquences étaient beaucoup plus courtes que
24	1	3	7.566505	7.933476	que
24	1	3	8.659078	10.188164	qu'à la partie d'avant
24	1	3	11.230695	12.189825	et
24	1	3	13.782843	14.550146	et puis
24	1	3	16.852434	18.116695	j'ai oublié
24	1	3	19.200928	20.590293	
24	1	3	23.230942	25.221895	ah je sais plus désolée
24	1	4	0.258837	4.851846	au début encore une fois je pensais à rien enfin je me concentrais sur le point rouge
24	1	4	5.599706	7.300271	puis j'étais en train de me dire que
24	1	4	8.186085	10.270864	bon l'expérience ici elle est longue
24	1	4	10.946116	13.92822	mais j'ai fait une autre expérience S'ONT la semaine passée
24	1	4	15.206116	19.015038	et je me disais que c'était ici, c'était quand moins chiant que
24	1	4	19.777419	24.643378	que l'autre expérience parce que l'autre expérience c'était vraiment enfin, c'était beaucoup moins long, c'était 30 min
24	1	4	25.819623	29.85337	mais c'était enfin du coup je me disais que cette expérience était quand même mieux
24	1	5	0.462574	11.391518	en fait après l'expérience je rentre chez moi à 10 h enfin 10 h 30 du coup et du coup je dois aller promener mes chiens dans le bois pendant une heure
24	1	5	11.897476	14.542257	et j'étais en train de me demander
24	1	5	15.427684	19.742272	si soit je me télécharge un épisode de ma série que je regarde
24	1	5	20.512708	28.784411	soit, je je joue à Pokémon go et après je me suis dit que quand j'allais rapporter ça à la dame de l'enregistrement
24	1	5	29.461453	32.101234	enfin j'ai un peu honte de jouer à ce jeu du coup
24	1	5	32.814175	34.159563	voilà mais je l'ai quand même dit
24	1	5	34.884003	36.631858	voilà et après ça c'est arrêté
24	1	6	0.48325	6.527803	au début mon ventre gargouillais du coup je pensais à ça et que je n'ai pas mangé ce matin
24	1	6	7.780135	12.064927	et puis il y a une porte je ne sais pas si c'est porte
24	1	6	12.833903	18.23235	de la salle juste à côté ou une autre porte, mais il y a une porte qui s'est ouverte et une madame qui a dit quelque chose
24	1	6	18.82556	24.807611	mais du coup je n'ai pas bien entendu ce qu'elle a dit du coup j'étais en train de me demander si c'était l'expérimentatrice qui était partie
24	1	6	25.862206	28.355884	puis j'ai entendu
24	1	6	29.010032	30.251378	qu'elle chipotait
24	1	6	30.965427	34.65651	à des papiers du coup je me suis dit que ce n'était pas elle
24	1	7	0.258837	2.451294	je pensais enfin je me demandais
24	1	7	3.183583	9.671101	ce que ça allait être la quatrième partie de l'expérience je me suis demandé si ça allait être la même chose que maintenant
24	1	7	11.152514	12.931372	puis
24	1	7	14.768094	15.832171	après
24	1	7	18.567735	23.140403	j'ai eu un petit moment ou j'ai pensé à rien enfin à pas grand-chose en tout cas
24	1	7	23.796938	31.907935	et puis-je me suis dit zut je me souviens plus ce que j'ai pensé au début puis-je me suis souvenue vu que je vous ai raconté
24	1	7	32.960075	34.147108	et voilà
24	2	1	0.058939	4.511095	j'étais en train de me dire qu'au tout début de l'expérience j'avais du mal à
24	2	1	5.628925	10.871075	déjà à vraiment partir dans mes pensées au-delà de mes pensées liées à l'expérience
24	2	1	12.110269	13.663813	et puisque maintenant
24	2	1	14.615565	16.659085	c'est beaucoup plus facile à dire
24	2	1	17.566124	20.710982	enfin genre à un peu divaguer dans mes pensées
24	2	1	21.400843	23.158279	et même à parler
24	2	1	25.234248	34.320771	à parler à l'en a l'enregistrement parce que au début je trouvais ça bizarre de parler toute seule comme ça je n'ai pas l'habitude, mais plus enfin et du coup je me disais que maintenant
24	2	1	35.687717	36.907748	je pouvais beaucoup plus parler
24	2	2	2.218234	10.169318	je continue à penser à ce que j'ai dit avant sur le fait que maintenant j'ose plus enfin je n'ose pas plus mais je vais plus dans mes pensées
24	2	2	10.919779	11.883265	et
24	2	2	12.92899	14.680338	et j'étais aussi en train de me dire qu'au début
24	2	2	15.879845	21.101847	enfin, c'était un peu chiant, mais que maintenant je trouve que c'est chouette
24	2	3	0.656297	3.587075	au début je ne pensais pas à
24	2	3	4.640915	7.365314	à grand-chose et puis j'ai après j'ai
24	2	3	8.456791	10.131678	j'ai regardé un peu le clavier
24	2	3	11.213745	11.966488	et
24	2	3	13.010919	16.49829	il y avait une autre enfin moi je n'ai pas un mac et du coup il y avait une autre expérience
24	2	3	17.194577	18.690654	ou j'avais du
24	2	3	19.79154	26.831327	enfin je devais laisser mon mail et je ne trouvais pas l'arobase et là mes yeux se sont posés sur l'arobase du coup
24	2	3	27.480568	32.161576	enfin j'ai repensé à cette expérience et je me suis dit ah il est là l'arobase
24	2	4	0.511302	5.150683	au début je me disais que si l'expérimentatrice devait
24	2	4	5.751251	6.680128	écouter
24	2	4	7.272688	14.144911	tous les enregistrements de tous les gens parce que quand je me suis inscrite j'ai vu qu'il y avait vraiment beaucoup de créneaux disponibles
24	2	4	14.793523	16.87923	j'ai dit que ça allait prendre un temps fou
24	2	4	17.960252	22.286709	puis j'ai eu l'impression que sur mon champ de vision à gauche
24	2	4	22.67908	27.734896	il y avait une espèce de petite fais réseau lumineux là comme ça du coup je me suis dit est ce que la porte est entre ouverte
24	2	4	28.335463	29.486868	du coup j'ai un peu tourné la tête
24	2	4	30.103451	36.74973	en fait j'ai vu que c'était juste qu'il y a un truc blanc à côté de moi du coup je croyais que c'était de la lumière, mais c'était un truc blanc
24	2	5	1.661421	5.588658	d'abord je pensais à rien
24	2	5	7.412018	30.502828	enfin et puis-je me suis dit qu'à Pâques enfin je ne vais pas voir mon copain pendant dix jours huit jours dix jours du coup, c'était pas cool et je me suis dit que parce que je vais en France chez mon père je me suis dit que je devrais bien avancer mes cours en attendant pour mes édams
24	2	5	31.821257	35.159408	et que je devais lire mon livre d'Antonio
24	2	5	37.571854	39.900144	et voilà
24	2	6	1.268698	6.980256	au début je me disais que ce que je disais était vraiment pas intéressant et que quand on enregistre
24	2	6	7.643698	11.651989	puis j'ai toussé du coup ça m'a sortie de mes pensées je me suis
24	2	6	12.536578	22.881083	bougée de place et j'ai allongé mes jambes du coup j'ai touché le mur d'en face je me suis demandée si la pièce d'à côté ils l'avaient entendu
24	2	6	24.1665	28.877435	puis je me suis reconcentrée sur le point rouge
24	2	6	30.384	31.866978	jusqu'à jusqu'à la fin
24	2	7	0.342992	2.075942	je pensais au fait que
24	2	7	2.946515	5.695695	hier soir je me sentais vraiment pas bien à cause de mon rhum
24	2	7	6.703728	12.299036	du coup je me suis dit je dois me lever demain pour aller à 8 heures S'ONT en plus c'est deux heures et tout
24	2	7	12.997786	15.283062	et maintenant je suis contente parce que ça va mieux
24	2	7	16.153636	18.13873	et voilà et puis
24	2	7	19.020759	27.357145	et puis-je me suis reconcentrée sur le point rouge, mais sans regarder l'écran et du coup je me disais
24	2	7	28.227719	33.337319	qu'enfin, c'était drôle parce qu'il n'était pas dans mon champ de vision droit
24	2	7	33.852791	35.811581	oui je voyais comme une petite boule et XXX
24	2	7	36.464512	36.854437	voilà
24	2	8	1.184542	3.493071	les deux premiers
24	2	8	5.116527	7.501597	ta pin sur la barre d'espace
24	2	8	8.276842	10.513282	j'ai été un peu fort avec deux doigts
24	2	8	10.905465	12.048102	du coup je me suis dit
24	2	8	12.611396	14.011095	peut-être que je tape moins fort
24	2	8	15.156894	19.255262	puis je me suis concentrée sur la boule rouge
24	2	8	20.82639	22.238917	
24	2	8	23.564649	26.2631	rien de plus je me suis demandée aussi si
24	2	8	27.258821	28.653327	vu qu'il est 9 h et demi
24	2	8	29.336107	34.029388	si ça allait finir à 10 h ou si j'étais en retard par rapport à l'expérience
25	1	1	0.976895	6.348262	je suis qu'au quart de l'expérience est ce que ça va ça va encore durer longtemps joué
25	1	2	0.688782	4.02374	à rien je cherchais juste une position confortable pour continuer
25	1	3	0.787503	9.69184	je me suis demandé si je j'appris quand le rond rouge est au centre en mais en fixant le clavier et pas le l'écran
25	1	3	9.69184	16.928699	et puis-je me suis demandé comment j'arrive à écrire un SMS sans regarder l'écran alors que je ne connais pas le clavier
25	1	4	1.151468	3.160954	à rien j'étais, j'étais pas concentré
25	1	5	0.578248	7.255112	je me suis demandé s'il y avait des séances plus longues que d'autres donc j'ai compté combien de fois j'appris sur la barre espace là je suis à 28
25	1	6	1.111604	5.529034	je suis arrivé à 36 donc oui, c'est plus long que l'autre voilà
25	1	7	0.554396	5.864796	au début rien puis j'ai baillé et puis-je me suis demandé comment ça se fait que quand on baille les autres personnes aussi elles baillent
25	1	7	7.164387	7.642398	voilà
25	2	1	0.694039	6.452052	j'étais en train de me dire que le pc a sonné et tout ça pour me dire joué c'est bien continu
25	2	1	7.468172	8.836547	et puis-je me suis demandé
25	2	1	9.825571	13.009413	si on va vraiment écouter tous les enregistrements de toutes les personnes
25	2	2	1.031917	5.289199	je me suis demandé si les autres personnes aussi elles disaient des trucs comme moi
25	2	2	6.615887	7.853469	genre des trucs qui n'ont rien à voir
25	2	2	8.843535	9.427674	voilà
25	2	3	2.33668	6.195225	personnellement rien, mais juste j'avais la paume de ma main qui me grattait donc j'essayais de gratter
25	2	3	7.620898	10.030706	entre le temps où je devais appuyer sur la barre espace
25	2	4	0.352893	5.479696	alors je me suis demandé l'heure qu'il était je me suis demandé combien de fois j'avais appuyé sur la barre espace depuis qu'on a commencé
25	2	4	6.410358	8.043098	et c'est tout
25	2	5	0.540603	8.119256	je me suis dit que je commence à être fatigué et après je me suis demandé est ce que c'est normal les rêves que je fais Style
25	2	5	8.580061	9.222841	que je dors
25	2	5	10.243725	13.021683	est
25	2	6	0.156915	2.244285	j'ai une bouteille d'aquarelle à côté de moi et je me disais
25	2	6	2.845386	4.37076	vu qu'aquarelle ça appartient à coca
25	2	6	5.521254	6.773047	comment ça se fait que
25	2	6	7.606831	9.080498	en termes de chiffre de vente
25	2	6	9.655745	11.70011	Pepsi est devant alors que
25	2	6	13.01219	14.363074	à Pepsi ils font plus de ventes
25	2	6	14.970638	18.970478	alors que Coca est devant Pepsi dans les plus grandes marques
25	2	6	19.506944	20.282558	au niveau de la Bourse
25	2	6	21.505673	22.455104	je comprends pas
25	2	7	0.700624	3.879256	pourquoi sur le nouveau il n'y a pas la pomme qui s'allume derrière
25	2	7	5.452939	10.872246	et aussi pourquoi maintenant les chargeurs ils sont plus aimantés c'est des bêtes trucs comme ca casse la tête
25	2	8	1.441783	5.844696	depuis la XXX en dessous j'essaie de trouver une position confortable, mais il y a plein de câbles en dessous
25	2	8	6.313953	9.172633	et je me dis que peut être il y a moyen que sans faire exprès j'en débranche un
25	2	8	10.143288	10.762835	sans faire exprès
25	2	8	11.328515	15.043896	puis j'ai baillé et je me suis dit qu'il faudrait vraiment que je dorme plus de trois heures par nuit
26	1	1	0.696945	4.092697	j'ai eu le nez qui coulait et je me suis dit que je n'avais pas de mouchoirs
26	1	1	4.620037	8.047748	et en plus de ça et après juste après je me suis dit que j'avais froid
26	1	2	1.03172	8.718103	au début j'ai pensé à rien enfin je pense et après j'ai eu la chanson allez venir Milord qui m'est venue en tête je ne sais pas pourquoi
26	1	3	0.0	0.928798	
26	1	4	0.940086	7.646826	j'ai pensé au fait que j'ai appuyé dans l'enregistrement juste avant deux fois sur la barre j'ai appuyé trop vite du coup ça n'a pas pu enregistrer
26	1	4	8.429846	17.877157	et je pensais juste avant du coup au fait qu'enfin pourquoi j'avais cette chanson qui m'est venu en tête parce que je connais ni le chanteur ni le titre de la chanson
26	1	5	0.386693	2.928556	je me demandais ce que j'allais faire après
26	1	5	3.791476	8.124837	et à quelle heure j'allais rentrer chez moi qui j'allais voir avant d'aller au sport
26	1	5	8.772028	9.616189	etc
26	1	6	1.002065	7.06752	je pensais au fait que j'allais devoir dire à quoi je pense alors que je pensais à rien enfin rien à part ça
26	1	7	0.414554	7.227074	j'ai d'abord pensé au fait que quand j'allais sortir d'ici j'allais avoir mal aux yeux vu que je suis dans le noir depuis quelques minutes quand même
26	1	7	8.286097	16.363122	puis j'ai pensé au fait enfin je me demandais s'il allait encore faire beau quand j'allais sortir d'ici dehors et après j'étais concentrée sur la tâche
26	2	1	0.378743	1.557616	je pensais à rien
26	2	2	0.940324	5.269839	je pensais au fait que j'avais les lèvres sèches et qu'il fallait que je mette du beurre de cacao
26	2	2	5.689279	9.698209	et du coup ça m'a fait penser au fait aussi que je devais acheter de l'huile de coco pour me faire un masque
26	2	2	9.96099	10.799294	pour les cheveux
26	2	3	1.087649	7.502282	je pensais à la personne qui après allait écouter tout ce qu'on raconte enfin pas que moi, mais les autres qui ont fait
26	2	3	8.336039	12.891805	la même expérience et ce qu'il allait enfin ce qu'il allait en faire et comment il allait
26	2	3	14.251471	15.285302	enfin mettre tous les
26	2	3	15.804797	17.012073	enfin bref je ne sais pas expliquer
26	2	4	1.477447	6.972311	je pensais à rien de rien en tout cas je m'en non rien
26	2	4	7.675258	10.170223	et juste à la fin je pensais au fait que j'avais une narine bouchée
26	2	5	0.277975	8.719587	je repense à la personne qui allait écouter tout ça et je raconte ma vie mon huile de coco mon nez bouché mon nez qui coule
26	2	5	9.432434	12.458909	et ce qu'il allait faire de toutes ces informations un peu inutiles
26	2	6	0.149337	5.907351	je me disais que la personne qui a créé cette tâche avec cette boule rouge et ce cercle blanc
26	2	6	7.205726	11.529881	enfin ça ne donnait pas envie de se concentrer du tout cette tâche
26	2	7	0.235395	7.531223	je pensais au fait que j'étais très fatiguée parce que hier je suis rentrée très tard et que ce matin je me suis levée très tôt parce que je travaillais le matin
26	2	7	8.422461	15.75615	et au fait que je termine quasiment jamais mes phrases ou mes phrases elles ne veulent pas dire grand-chose à certains moments
26	2	8	0.338302	5.168259	je pensais au fait que j'ai oublié d'appuyer une fois sur la touche quand la boule rouge est passée dans le cercle
26	2	8	5.74354	12.551023	et après j'ai pensé au fait que je ne devais pas oublier de le dire quand je pense à autre chose finalement j'ai pensé à rien d'autre
27	1	1	1.450989	7.162105	donc là j'ai juste pensé à la façon dont c'est passée la pause sans
27	1	1	8.277232	10.05935	sans vraiment me concentrer sur la séquence
27	1	2	0.883437	6.75609	donc là je me demandais si on cherchait naturellement à voir plus de trucs
27	1	2	7.295415	9.372816	qu'on veut voir ou
27	1	2	10.431492	15.005769	ou enfin ou s'il se passe vraiment quelque chose et si
27	1	2	16.304144	20.279171	et ensuite je sais que j'ai pensé à autre chose à rien à voir, mais je sais plus quoi
27	1	3	1.004275	8.624654	donc là j'ai pensé au fait que je trouve ça plus difficile enfin de ça demande plus de ressources de devoir se concentrer comme ça
27	1	3	9.191597	17.428943	et j'ai eu l'impression que la bille allait plus vite puis en fait je me suis rendu compte qu'elle n'allait pas plus vite, mais c'est parce que j'avais l'impression d'avoir plus de choses à faire
27	1	4	0.0	0.557279	
27	1	5	0.477573	7.208803	ok donc là j'ai pensé au fait que ça a que ça a duré plus longtemps
27	1	5	7.854604	16.746783	puis-je me suis rappelé enfin qu'on m'a dit que je devais continuer à bien me concentrer à bien appuyer au bon moment
27	1	5	17.417422	26.359279	et je me suis demandé si ça faisait partie de l'expérience de me rappeler ça et si ça avait une importance ou pas et voilà
27	1	6	0.576516	4.526705	donc d'abord je pensais à pas grand-chose ensuite
27	1	6	5.26439	14.140416	je me suis demandé à la façon dont j'allais décrire ma pensée je trouvais que ce n'est pas un exercice évident
27	1	6	15.163657	22.89746	ensuite je me suis repoussé à me concentrer sur la tâche
27	1	6	23.706534	25.15811	et voilà
27	1	7	0.327966	3.063326	donc la me suis rendu compte en fait qu'au plus
27	1	7	3.709475	6.143299	enfin l'exercice était long
27	1	7	6.724832	22.727767	et enfin donc au plus de délais essayer me concentre à me rappeler à tout ce que j'ai pensé et donc au plus ça sollicité ma mémoire et donc 'javais moins le temps de penser à d'autres choses qui n'ont rien à voir quoi je devais plus me concentrer sur la tâche
27	2	1	1.362736	5.112132	ok donc encore là j'ai pensé à la façon dont se passe la pause ensuite
27	2	1	6.068153	7.845755	à rien pendant un moment
27	2	1	8.443268	11.400959	et ensuite à un peu
27	2	1	12.939556	15.747868	j'essayais de me concentrer sur ce qu'il se passait, mais je n'ai rien trouvé
27	2	2	0.865106	3.096748	donc là je me suis dit que
27	2	2	4.035053	10.019913	je trouvais que l'exercice était difficile ensuite je me suis enfin je me suis dit que c'était juste
27	2	2	10.856779	13.303978	raconter et que ce n'était pas forcément difficile
27	2	3	1.276874	6.154771	donc au début je me suis rappelé que les séquences allaient augmenter avec le temps
27	2	3	6.9067	14.541669	puis-je me suis demandé comment est ce qu'ils allaient classer ça enfin en fait c'est différent de l'autre l'autre exercice plus facile à classer
27	2	3	15.120076	20.460699	et donc si cette fois en fait j'ai l'impression que ça va être plus facile à classer et ensuite j'ai pensé à rien en particulier
27	2	4	0.671766	6.021595	bon alors là j'ai du mal à expliquer la séquence, mais j'ai pensé à plein de petits de tout petits éléments
27	2	4	6.877567	13.337485	et il n'y a vraiment eu d'espaces blancs, c'était que des tous petits éléments, mais je n'arriverais pas à décrire vraiment chacun
27	2	5	0.455199	6.710725	donc d'abord j'ai pensé à la tâche donc à me concentrer quand même à bien faire
27	2	5	7.355914	19.418141	ensuite je me suis demandé si ça si le fait que la tâche n'est pas de d'importance joue sur un peu l'implication qu'on y mette à se concentrer sur cette chose en particulier quoi
27	2	5	20.484105	32.571363	et que ça aurait enfin je me demandais si la qualité en fait de la tâche avait un impact sur ma façon de répondre de performer entre guillemets à ça quoi
27	2	6	0.789232	4.854179	donc la repensais juste au trajet en fait de
27	2	6	5.648492	8.638688	enfin au trajet que j'ai parcouru pour arriver jusque ici
27	2	6	9.786989	12.236533	ici en termes de local et
27	2	6	13.03948	15.492749	et c'est à peu près tout
27	2	7	0.291601	4.485597	donc je me suis rendu compte que mes pensées était beaucoup plus
27	2	7	5.160894	6.555915	floues et un peu confuses
27	2	7	7.435578	13.521455	et puis-je me suis demandé ça avait un lien enfin un peu comme avant si ça avait un lien avec là
27	2	7	14.267835	17.323823	la difficulté de la tâche qui demandait plus de ressources
27	2	7	18.283456	21.546052	et ensuite j'ai pensé à rien en particulier
27	2	8	0.932077	9.403688	donc d'alors je me suis dit que j'allais me concentre une fois pour bien faire l'exercice ensuite
27	2	8	11.258023	12.448719	ensuite je
27	2	8	13.219836	15.397109	je m'étais rendu compte que
27	2	8	16.451725	20.469431	il y a un moment où j'avais du mal à me concentrer
27	2	8	21.251889	25.52662	puis j'ai essayé de me reconcentrer donc je me suis reconcentré sur la tâche
27	2	8	26.56804	29.541858	et ensuite j'ai essayé de me rappeler des
27	2	8	30.369675	34.758241	des consignes enfin la façon dont je devais faire etc
27	2	8	35.710797	37.338163	et ensuite à rien en particulier
28	1	1	1.36779	6.384122	j'avais un blanc j'étais perdue dans ma pensée en fait j'étais pas perdue, mais je pensais à rien quoi
28	1	2	1.150109	10.680794	au départ je pensais à l'origine de l'expérimentatrice je ne sais pas le lien que ça a et puis j'ai essayé de me concentrée sur l'expo la tâche
28	1	3	0.427084	12.869257	j'étais d'abord concentrée puis j'ai pensé d'un coup à ma copine est ce qu'elle va venir aujourd'hui ou pas et puis j'ai pensé à un livre que j'ai acheté hier dans un XXX
28	1	4	1.267069	11.541172	j'ai pensé à mon cours d'anglais que cette près midi, c'est la première fois que je vais y aller j'ai pensé à ça vite fait et puis j'ai continué à faire la tâche
28	1	5	0.738308	5.848262	j'étais en train de faire la tâche, mais sans vraiment penser à la tâche j'avais un blanc
28	1	5	6.292055	13.101101	et puis d'un coup j'ai pensé à mon nez est ce que j'ai un nez grand ou pas, c'est le genre de questions que je me pose
