suj	bloc	prob	SPEECH
23	2	6	je ne sais pas comment, mais ça m'a ça m'a rappelé un souvenir
23	2	6	d'un voyage
23	2	6	au Sri Lanka et d'une randonnée en particulier de la musique que j'écoutais à ce moment-là
23	2	6	et du coup j'ai repensé
23	2	6	à ce à quoi je ressemblais à ce qu'on avait fait
23	2	6	durant ce voyage
24	1	1	au début je me suis fort concentrée sur le point rouge
24	1	1	et après
24	1	1	mon pied a un peu glissé comme ça
24	1	1	du coup j'étais en train de me demander quelles chaussures j'avais
24	1	1	puis-je me suis rappelé les chaussures
24	1	2	
24	1	2	au tout début de la séquence j'ai j'avais l'impression qu'il y avait un petit courant d'air du coup
24	1	2	je me suis demandée si la porte était bien fermée
24	1	2	puis
24	1	2	je suis dit que
24	1	2	à la fin de la séquence je devrais du coup parce que mes manches sont retroussées
24	1	2	du coup que je devais
24	1	2	tirer sur mes manches
24	1	3	j'étais en train de me dire au début
24	1	3	que les séquences étaient beaucoup plus courtes que
24	1	3	que
24	1	3	qu'à la partie d'avant
24	1	3	et
24	1	3	et puis
24	1	3	j'ai oublié
24	1	3	
24	1	3	ah je sais plus désolée
24	1	4	au début encore une fois je pensais à rien enfin je me concentrais sur le point rouge
24	1	4	puis j'étais en train de me dire que
24	1	4	bon l'expérience ici elle est longue
24	1	4	mais j'ai fait une autre expérience S'ONT la semaine passée
24	1	4	et je me disais que c'était ici, c'était quand moins chiant que
24	1	4	que l'autre expérience parce que l'autre expérience c'était vraiment
24	1	4	enfin, c'était beaucoup moins long, c'était 30 min
24	1	4	mais c'était enfin du coup je me disais que cette expérience était quand même mieux
24	1	5	en fait
24	1	5	après l'expérience je rentre chez moi
24	1	5	à 10 h enfin 10 h 30 du coup
24	1	5	et du coup je dois aller promener mes chiens
24	1	5	dans le bois pendant une heure
24	1	5	et
24	1	5	j'étais en train de me demander
24	1	5	que je regarde
24	1	5	si soit je me télécharge un épisode de ma série
24	1	5	soit, je je joue à Pokémon go
24	1	5	et après je me suis dit
24	1	5	que
24	1	5	quand j'allais rapporter ça à la dame de l'enregistrement
24	1	5	enfin j'ai un peu honte de jouer à ce jeu du coup
24	1	5	mais je l'ai quand même dit
24	1	5	voilà
24	1	5	voilà et après ça c'est arrêté
24	1	6	au début mon ventre gargouillais
24	1	6	du coup je pensais à ça et que je n'ai pas mangé ce matin
24	1	6	et puis
24	1	6	il y a
24	1	6	une porte je ne sais pas si c'est porte
24	1	6	de la salle juste à côté
24	1	6	ou une autre porte, mais il y a une porte qui s'est ouverte et une madame qui a dit quelque chose
24	1	6	mais du coup je n'ai pas bien entendu ce qu'elle a dit du coup j'étais en train de me demander si c'était l'expérimentatrice qui était partie
24	1	6	puis j'ai entendu
24	1	6	qu'elle chipotait
24	1	6	à des papiers du coup je me suis dit que ce n'était pas elle
24	1	7	je pensais
24	1	7	enfin je me demandais
24	1	7	ce que ça allait être la quatrième partie de l'expérience
24	1	7	je me suis demandé si ça allait être la même chose que maintenant
24	1	7	puis
24	1	7	après
24	1	7	j'ai eu un petit moment ou j'ai pensé à rien
24	1	7	enfin à pas grand-chose en tout cas
24	1	7	et puis-je me suis dit zut
24	1	7	je me souviens plus ce que j'ai pensé au début
24	1	7	puis-je me suis souvenue vu que je vous ai raconté
24	1	7	et
24	1	7	voilà
24	2	1	j'étais en train de me dire qu'au tout début de l'expérience
24	2	1	j'avais du mal à
24	2	1	déjà à vraiment partir dans mes pensées au-delà de mes pensées liées à l'expérience
24	2	1	et puisque maintenant
24	2	1	c'est beaucoup plus facile à dire
24	2	1	enfin genre
24	2	1	à un peu divaguer dans mes pensées
24	2	1	et même à parler
24	2	1	à parler
24	2	1	à l'en a l'enregistrement parce que au début je trouvais ça bizarre de parler toute seule comme ça je n'ai pas l'habitude
24	2	1	mais plus enfin et du coup je me disais que maintenant
24	2	1	je pouvais beaucoup plus parler
24	2	2	je continue à penser à ce que j'ai dit avant sur le fait que maintenant j'ose
24	2	2	plus enfin je n'ose pas plus mais je vais plus dans mes pensées
24	2	2	et
24	2	2	et j'étais aussi en train de me dire qu'au début
24	2	2	enfin, c'était un peu
24	2	2	chiant
24	2	2	mais que maintenant je trouve que c'est chouette
24	2	3	au début je ne pensais pas à
24	2	3	à grand-chose et puis j'ai après j'ai
24	2	3	j'ai regardé un peu le clavier
24	2	3	et
24	2	3	il y avait une autre
24	2	3	enfin moi je n'ai pas un mac et du coup il y avait une autre expérience
24	2	3	ou j'avais du
24	2	3	enfin je devais laisser mon mail
24	2	3	et je ne trouvais pas l'arobase
24	2	3	et là mes yeux se sont posés sur l'arobase du coup
24	2	3	enfin j'ai repensé à cette expérience et je me suis dit ah il est là l'arobase
24	2	4	au début je me disais que
24	2	4	si
24	2	4	l'expérimentatrice devait
24	2	4	écouter
24	2	4	
24	2	4	tous les enregistrements de tous les gens parce que quand je me suis inscrite j'ai vu qu'il y avait vraiment beaucoup de créneaux disponibles
24	2	4	j'ai dit que ça allait prendre un temps fou
24	2	4	puis j'ai eu l'impression que sur mon champ de vision
24	2	4	à gauche
24	2	4	il y avait une espèce de petite fais réseau lumineux là comme ça du coup je me suis dit est ce que la porte est entre ouverte
24	2	4	du coup j'ai un peu tourné la tête
24	2	4	en fait j'ai vu que c'était
24	2	4	juste qu'il y a un truc blanc à côté de moi du coup je croyais que c'était de la lumière, mais c'était un truc blanc
24	2	5	d'abord je pensais à rien
24	2	5	enfin et puis
24	2	5	je me suis dit qu'à Pâques enfin je ne vais pas voir mon copain pendant dix
24	2	5	dix jours huit jours dix jours du coup, c'était pas cool
24	2	5	et je me suis dit que
24	2	5	parce que je vais en France chez mon père je me suis dit que je devrais bien avancer mes cours en attendant pour mes édams
24	2	5	et que je devais lire mon livre d'Antonio
24	2	5	et
24	2	5	et voilà
24	2	6	au début je me disais que ce que je disais n'était vraiment pas intéressant
24	2	6	et que quand on enregistre
24	2	6	puis j'ai toussé du coup ça m'a sortie de mes pensées je me suis
24	2	6	bougée de place et j'ai allongé mes jambes du coup j'ai touché le mur d'en face
24	2	6	je
24	2	6	je me suis demandée si
24	2	6	si la pièce d'à côté ils l'avaient entendu
24	2	6	puis je me suis reconcentrée sur le point rouge
24	2	6	jusqu'à jusqu'à la fin
24	2	7	je pensais au fait que
24	2	7	hier soir je me sentais vraiment pas bien à cause de mon rhum
24	2	7	du coup je me suis dit je dois me lever demain pour aller à 8 heures S'ONT en plus c'est deux heures et tout
24	2	7	
24	2	7	et maintenant je suis contente parce que ça va mieux
24	2	7	et voilà
24	2	7	et puis
24	2	7	et puis-je me suis
24	2	7	reconcentrée sur le point rouge
24	2	7	mais
24	2	7	sans regarder l'écran
24	2	7	et du coup je me disais
24	2	7	qu'enfin
24	2	7	c'était drôle parce qu'il n'était pas dans mon champ de vision
24	2	7	droit
24	2	7	oui je voyais comme une petite boule et XXX
24	2	7	voilà
24	2	8	les deux premiers
24	2	8	ta
24	2	8	pin sur la barre d'espace
24	2	8	j'ai été un peu fort avec deux doigts
24	2	8	du coup je me suis dit
24	2	8	peut-être que je tape moins fort
24	2	8	puis je me suis concentrée sur la boule
24	2	8	rouge
24	2	8	
24	2	8	rien de plus je me suis demandée aussi si
24	2	8	vu qu'il est 9 h et demi
24	2	8	si ça allait finir à 10 h ou si j'étais en retard par rapport à
24	2	8	l'expérience
25	1	1	je suis qu'au quart de l'expérience est ce que ça va ça va encore durer longtemps
25	1	1	joué
25	1	2	à rien je cherchais juste une position confortable pour continuer
25	1	3	je me suis demandé si je j'appris quand le rond rouge est au centre en mais en fixant le clavier et pas le l'écran
25	1	3	
25	1	3	et puis-je me suis demandé
25	1	3	comment j'arrive à écrire un SMS
25	1	3	sans regarder l'écran alors que je ne connais pas le clavier
25	1	4	à rien j'étais, j'étais pas concentré
25	1	5	je me suis demandé s'il y avait des séances plus longues que d'autres donc j'ai compté combien de fois j'appris sur la barre espace
25	1	5	là je suis à 28
25	1	6	je suis arrivé à 36
25	1	6	donc oui, c'est plus long que l'autre
25	1	6	voilà
25	1	7	au début rien puis j'ai baillé et puis-je me suis demandé comment ça se fait que quand on baille
25	1	7	les autres personnes aussi elles baillent
25	1	7	voilà
25	2	1	j'étais en train de me dire que le pc a sonné et tout ça pour me dire joué c'est bien continu
25	2	1	et puis-je me suis demandé
25	2	1	si on va vraiment écouter tous les enregistrements de toutes les personnes
25	2	2	je me suis demandé si les autres personnes aussi elles disaient des trucs comme moi
25	2	2	genre des trucs qui n'ont rien à voir
25	2	2	voilà
25	2	3	personnellement rien, mais juste j'avais la paume de ma main qui me grattait donc j'essayais de gratter
25	2	3	entre le temps où je devais appuyer sur la barre espace
25	2	4	alors je me suis demandé l'heure qu'il était je me suis demandé combien de fois j'avais appuyé sur la barre espace depuis qu'on a commencé
25	2	4	et
25	2	4	c'est tout
25	2	5	je me suis dit que je commence à être fatigué
25	2	5	et après je me suis demandé est ce que c'est normal les rêves que je fais Style
25	2	5	que je dors
25	2	5	est
25	2	5	c'est juste moi qui ai un problème
25	2	6	j'ai une bouteille d'aquarelle à côté de moi et je me disais
25	2	6	vu qu'aquarelle ça appartient à coca
25	2	6	comment ça se fait que
25	2	6	en termes de chiffre de vente
25	2	6	Pepsi est devant
25	2	6	alors que
25	2	6	à Pepsi ils font plus de ventes
25	2	6	alors que Coca est devant Pepsi
25	2	6	dans les plus grandes marques
25	2	6	au niveau de la Bourse
25	2	6	je comprends pas
25	2	7	pourquoi sur le nouveau il n'y a pas la pomme qui s'allume derrière
25	2	7	et aussi pourquoi maintenant les chargeurs ils sont plus aimantés c'est des bêtes trucs comme ça
25	2	7	ça casse la tête
25	2	8	depuis la XXX en dessous j'essaie de trouver une position confortable, mais il y a plein de câbles en dessous
25	2	8	et je me dis que peut être il y a moyen que sans faire exprès j'en débranche un
25	2	8	sans faire exprès
25	2	8	puis j'ai baillé et je me suis dit qu'il faudrait vraiment que je dorme plus de trois heures par nuit
26	1	1	j'ai eu le nez qui coulait et je me suis dit que je n'avais pas de mouchoirs
26	1	1	et en plus de ça
26	1	1	et après juste après je me suis dit que j'avais froid
26	1	2	au début j'ai pensé à rien enfin je pense et après j'ai eu la chanson allez venir Milord qui m'est venue en tête je ne sais pas pourquoi
26	1	3	
26	1	4	j'ai pensé au fait que j'ai appuyé dans l'enregistrement juste avant deux fois sur la barre j'ai appuyé trop vite du coup ça n'a pas pu enregistrer
26	1	4	et je pensais
26	1	4	juste avant du coup
26	1	4	au fait que
26	1	4	enfin pourquoi j'avais cette chanson qui m'est venu en tête parce que je connais ni le chanteur ni le titre de la chanson
26	1	5	je me demandais ce que j'allais faire après
26	1	5	et à quelle heure j'allais rentrer chez moi qui j'allais voir avant d'aller au sport
26	1	5	etc
26	1	6	je pensais au fait que j'allais devoir dire à quoi je pense alors que je pensais à rien
26	1	6	enfin rien à part ça
26	1	7	j'ai d'abord pensé au fait que quand j'allais sortir d'ici j'allais avoir mal aux yeux vu que je suis dans le noir depuis quelques minutes quand même
26	1	7	
26	1	7	puis j'ai pensé au fait enfin je me demandais s'il allait encore faire beau quand j'allais sortir d'ici dehors
26	1	7	et après j'étais concentrée sur la tâche
26	2	1	
26	2	1	je pensais à rien
26	2	2	je pensais au fait que j'avais les lèvres sèches et qu'il fallait que je mette du beurre de cacao
26	2	2	et du coup ça m'a fait penser au fait aussi que je devais acheter de l'huile de coco pour me faire un masque
26	2	2	pour les cheveux
26	2	3	je pensais à la personne qui après allait écouter tout ce que
26	2	3	on raconte enfin pas que moi, mais les autres qui ont fait
26	2	3	la même expérience
26	2	3	et ce qu'il allait enfin ce qu'il allait en faire et comment il allait
26	2	3	enfin mettre tous les
26	2	3	enfin bref je ne sais pas expliquer
26	2	4	je pensais à rien de rien en tout cas je m'en
26	2	4	non rien
26	2	4	et juste à la fin je pensais au fait que j'avais une narine bouchée
26	2	5	je repense à la personne qui allait écouter tout ça
26	2	5	et je raconte ma vie mon huile de coco mon nez bouché mon nez qui coule
26	2	5	et ce qu'il allait faire de toutes ces informations un peu inutiles
26	2	6	je me disais que la personne qui a
26	2	6	créé cette tâche avec cette boule rouge et ce cercle blanc
26	2	6	enfin ça ne donnait pas envie de se concentrer du tout cette tâche
26	2	7	je pensais au fait que j'étais très fatiguée parce que hier je suis rentrée très tard et que ce matin je me suis levée très tôt parce que je travaillais le matin
26	2	7	et au fait que je termine
26	2	7	quasiment jamais mes phrases ou mes phrases elles veulent
26	2	7	pas dire grand-chose à certains moments
26	2	8	je pensais au fait que j'ai oublié d'appuyer une fois sur la touche quand la boule rouge est passée dans le cercle
26	2	8	et après j'ai pensé au fait que je ne devais pas oublier de le dire quand je pense à autre chose
26	2	8	finalement j'ai pensé à rien d'autre
27	1	1	
27	1	1	donc là j'ai juste pensé à la façon dont c'est passée la pause sans
27	1	1	sans vraiment me concentrer sur la séquence
27	1	2	donc là je me demandais si on cherchait naturellement à voir plus de trucs
27	1	2	qu'on veut voir ou
27	1	2	ou enfin ou s'il se passe vraiment quelque chose et si
27	1	2	et ensuite je sais que j'ai pensé à autre chose à rien à voir, mais je sais plus quoi
27	1	3	donc là j'ai pensé au fait que je trouve ça plus difficile enfin de
27	1	3	ça demande plus de ressources de devoir se concentrer comme ça
27	1	3	et j'ai eu l'impression que la bille allait plus vite
27	1	3	puis en fait je me suis rendu compte qu'elle n'allait pas plus vite, mais c'est parce que j'avais l'impression d'avoir plus de choses à faire
27	1	4	
27	1	5	ok donc là j'ai pensé au fait que ça a
27	1	5	que ça a duré plus longtemps
27	1	5	puis-je me suis rappelé enfin qu'on m'a dit que je devais continuer à bien me concentrer à bien appuyer au bon moment
27	1	5	et je me suis demandé si ça faisait partie de l'expérience de me rappeler ça et si ça avait une importance ou pas
27	1	5	et voilà
27	1	6	donc d'abord je pensais à pas grand-chose ensuite
27	1	6	je me suis demandé à la façon dont j'allais décrire ma pensée je trouvais que ce n'est pas un exercice évident
27	1	6	ensuite
27	1	6	je me suis repoussé à me concentrer sur la tâche
27	1	6	et voilà
27	1	7	donc la me suis rendu compte en fait qu'au plus
27	1	7	enfin l'exercice était long
27	1	7	et enfin donc au plus de délais essayer me concentre à me rappeler à tout ce que j'ai pensé et donc au plus ça sollicité ma mémoire et donc 'javais moins le temps de penser à d'autres choses qui n'ont rien à voir quoi
27	1	7	je devais plus me concentrer sur la tâche
27	2	1	ok donc encore là j'ai pensé à la façon dont se passe la pause ensuite
27	2	1	à rien pendant un moment
27	2	1	et ensuite à un peu
27	2	1	j'essayais de me concentrer sur ce qu'il se passait, mais je n'ai rien trouvé
27	2	2	donc là je me suis dit que
27	2	2	je trouvais que l'exercice était difficile
27	2	2	ensuite je me suis enfin je me suis dit que c'était juste
27	2	2	raconter et que ce n'était pas forcément difficile
27	2	3	donc au début je me suis rappelé que les séquences allaient augmenter avec le temps
27	2	3	puis-je me suis demandé comment est ce qu'ils allaient classer ça
27	2	3	enfin en fait, c'est différent de l'autre l'autre exercice plus facile à classer
27	2	3	et donc si cette fois
27	2	3	en fait j'ai l'impression que ça va être plus facile à classer
27	2	3	et ensuite j'ai pensé à rien en particulier
27	2	4	bon alors là j'ai du mal à expliquer la séquence, mais j'ai pensé à plein de petits de tout petits éléments
27	2	4	et il n'y a vraiment eu d'espaces blancs, c'était que des tous petits éléments, mais
27	2	4	je n'arriverais pas à décrire vraiment chacun
27	2	5	donc d'abord j'ai pensé à la tâche donc à me concentrer quand même à bien faire
27	2	5	ensuite je me suis demandé si ça si le fait que la tâche n'est pas de d'importance joue sur un peu l'implication qu'on y mette à se concentrer sur cette chose en particulier quoi
27	2	5	et que ça aurait enfin
27	2	5	je me demandais si la qualité en fait de la tâche avait un impact sur ma façon de répondre de performer entre guillemets à ça quoi
27	2	6	donc la repensais juste au trajet en fait de
27	2	6	enfin au trajet que j'ai parcouru pour arriver jusque ici
27	2	6	ici en termes de local et
27	2	6	et c'est à peu près tout
27	2	7	donc je me suis rendu compte que mes pensées était beaucoup plus
27	2	7	floues et un peu confuses
27	2	7	et
27	2	7	et puis-je me suis demandé ça avait un lien enfin un peu comme avant si ça avait un lien avec là
27	2	7	la difficulté de la tâche qui demandait plus de ressources
27	2	7	et ensuite j'ai pensé à rien en particulier
27	2	8	donc d'alors je me suis dit que j'allais me concentre une fois pour bien faire l'exercice ensuite
27	2	8	ensuite je
27	2	8	je m'étais rendu compte que
27	2	8	il y a un moment où j'avais du mal à me concentrer
27	2	8	puis j'ai essayé de me reconcentrer donc je me suis reconcentré sur la tâche
27	2	8	et ensuite j'ai essayé de me rappeler des
27	2	8	des consignes
27	2	8	enfin la façon dont je devais faire etc
27	2	8	et ensuite à rien en particulier
28	1	1	j'avais un blanc j'étais perdue dans ma pensée en fait j'étais pas perdue, mais je pensais à rien quoi
28	1	2	au départ je pensais à l'origine de l'expérimentatrice je ne sais pas le lien que ça a et puis j'ai essayé de me concentrée sur l'expo la tâche
28	1	3	j'étais d'abord concentrée puis j'ai pensé d'un coup à ma copine est ce qu'elle va venir aujourd'hui ou pas et puis j'ai pensé à un livre que j'ai acheté hier dans un XXX
28	1	4	j'ai pensé à mon cours d'anglais que cette près midi, c'est la première fois que je vais y aller
28	1	4	j'ai pensé à ça vite fait et puis j'ai continué à faire la tâche
28	1	5	j'étais en train de faire la tâche, mais sans vraiment penser à la tâche j'avais un blanc
28	1	5	et puis d'un coup j'ai pensé à mon nez est ce que j'ai un nez grand ou pas, c'est le genre de questions que je me pose
28	1	6	j'étais
28	1	6	en train de suivre la boule rouge et j'ai pensé à l'horloge
28	1	6	de ma mère
28	1	6	qui est tout ancien et qui fait va et vient comme la boule rouge
28	1	7	je pensais à mon planning d'aujourd'hui donc est ce que je vais être toute seule pour manger et puis je vais aller à la bibliothèque
28	1	7	et puis j'ai essayé de me concentrer sur la boule rouge et de d'appuyer au bon moment et puis j'ai continué à penser
28	1	7	à mon planning quoi
28	2	1	j'avais un blanc je pensais vraiment pas à quelque chose
28	2	2	je pensais à l'expérimentatrice, mais je ne sais pas à quoi je pensais
28	2	3	j'ai tout d'abord pensé
28	2	3	à faire la tâche et puis j'ai directement pensé au master et à mes études parce que je vais aussi faire des expériences comme ça et tout
28	2	4	j'essayais de me concentrer sur la tâche d'appuyer au bon moment et puis j'ai pensé à ma nièce qui était venue ce matin chez moi
28	2	4	et voilà
28	2	5	j'ai pensé à des choses, mais maintenant je ne me rappelle plus
28	2	6	j'essaie de penser à la tâche de le faire correctement, mais de plus en plus je pense à autre chose j'ai d'abord pensé
28	2	6	à mes vacances et puis à une amie est ce qu'elle va venir ou pas et puis j'ai pensé à l'appareil photo que je vais acheter
28	2	6	dans deux jours
28	2	7	j'ai fait l'expérience sans vraiment
28	2	7	penser à quelque chose
28	2	8	je me rappelle plus à quoi j'ai pensé au début de l'expérience, mais vers milieu j'ai pensé à faire la tâche et puis
28	2	8	et puis
28	2	8	j'ai pensé à mes études et à mes examens
29	1	1	maintenant que l'entrainement est terminé
29	1	1	c'est plus l'ambiance
29	1	1	de se retrouver
29	1	1	entre quatre murs
29	1	1	dans le noir
29	1	2	je me demande
29	1	2	comment cet exercice
29	1	2	quel est le but de cet exercice
29	1	2	qui pourra aider
29	1	2	les expérimentateurs
29	1	3	la manière
29	1	3	de
29	1	3	c'est dur de décrire sa pensée
29	1	3	à l'enregistrement
29	1	4	j'ai commencé à angoisser un petit peu
29	1	5	j'ai commencé à
29	1	5	à stresser
29	1	5	mais pas énormément parce que je pense que je commence à avoir du mal
29	1	5	à voir le cercle rouge dans le cercle blanc
29	1	6	j'ai repensé à ma dernière expérience
29	1	6	dans
29	1	6	dans un laboratoire
29	1	7	j'ai pensé que c'est
29	1	7	c'est dur
29	1	7	d'exprimer
29	1	7	ses pensées
29	1	7	de
29	1	7	d'expliquer
29	1	7	ce qu'on pense
29	2	1	je n'arrive pas à exprimer ma pensée
29	2	1	XXX
29	2	1	je pensais à plein de choses
29	2	1	et je me souviens
29	2	1	un peu dans le désordre
29	2	2	au fait que je vais retrouver ma famille
29	2	3	je n'ai pas eu de pensées
29	2	3	c'était plus
29	2	3	blanc
29	2	4	je n'ai pas eu de pensées spécialement
29	2	4	je comptais combien de fois la boule
29	2	4	le cercle rouge
29	2	4	allait dans le cercle blanc
29	2	5	au fait que ce matin
29	2	5	c'était la première fois, c'était la première fois que
29	2	5	en me griffant
29	2	5	que je saignais de la tête
29	2	5	en me griffant
29	2	6	je pense que je ne fais pas un bon sujet pour cette expérience parce que
29	2	6	j'ai l'impression que mes réponses
29	2	6	ne soyez pas
29	2	6	ils ne sont pas très constructives
29	2	7	je n'ai pas réellement eu de pensées
29	2	7	j'ai été distraite
29	2	7	parce que
29	2	7	
29	2	7	parce que ma main me piquait
29	2	8	je me remémorais
29	2	8	mon enfance
30	1	1	je pensais à la consigne que qu'il fallait que je raconte ce que je pense et c'est la consigne que je pense
30	1	2	à ce que je viens de dire si c'était grammaticalement correct
30	1	2	ou bien si je raconte n'importe quoi
30	1	3	à la durée ou bien le temps d'interruption entre les séquences
30	1	4	je ne suis pas sure
30	1	4	mais
30	1	4	il y a pleins de choses qui se sont passées dans ma tête mais c'était par rapport à la durée de l'étude
30	1	4	enfin à la durée de
30	1	4	d'interruption
30	1	4	entre les séquences
30	1	5	alors je me disais qu'il fallait que je me détecte parce que puisse être que ça allait
30	1	5	encore durer
30	1	5	plus longtemps
30	1	5	et continuer à fait expérience
30	1	5	à l'aise
30	1	6	je pense à ce que j'avais dit
30	1	6	enfin à la
30	1	6	à la séquence précédente
30	1	6	par rapport à être à l'aise
30	1	7	alors d'abord je pensais que c'était difficile pour moi de raconter tout ce que je viens de penser
30	1	7	et que
30	1	7	c'était pas
30	1	7	ce n'est pas que j'ai un problème de raconter ou un problème grammatical ou je sais pas
30	1	7	c'est difficile de s'exprimer enfin de prendre ce que la tête dit
30	2	1	je me demandais si j'avais des questions et je me demandais à quel type de questions je pourrais demander
